"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sun May 28 06:58:54 GMT 2023","Sun May 28 06:59:00 GMT 2023","6153","Opencart App Test Regression Suite","Login Page Test_chrome","com.qa.opencart.tests.LoginPageTest","com.qa.opencart.tests.LoginPageTest","loginPageTitleTest","loginPageTitleTest","....checking the title of the page.... tester: Naveen"
"passed","Sun May 28 06:59:06 GMT 2023","Sun May 28 06:59:14 GMT 2023","8219","Opencart App Test Regression Suite","Register Page Test_chrome","com.qa.opencart.tests.RegisterPageTest","com.qa.opencart.tests.RegisterPageTest","userRegTest","userRegTest",""
"failed","Sun May 28 06:59:03 GMT 2023","Sun May 28 06:59:09 GMT 2023","5909","Opencart App Test Regression Suite","Product Info Page Test_chrome","com.qa.opencart.tests.ProductPageInfoTest","com.qa.opencart.tests.ProductPageInfoTest","addtToCartTest","addtToCartTest",""
"passed","Sun May 28 06:59:02 GMT 2023","Sun May 28 06:59:06 GMT 2023","3929","Opencart App Test Regression Suite","Accounts Page Test_chrome","com.qa.opencart.tests.AccountsPageTest","com.qa.opencart.tests.AccountsPageTest","searchProductTest","searchProductTest",""
"passed","Sun May 28 06:59:00 GMT 2023","Sun May 28 06:59:00 GMT 2023","115","Opencart App Test Regression Suite","Login Page Test_chrome","com.qa.opencart.tests.LoginPageTest","com.qa.opencart.tests.LoginPageTest","forgotPwdLinkExistTest","forgotPwdLinkExistTest","....checking forgot pwd link exist.... tester: Naveen"
"passed","Sun May 28 06:58:59 GMT 2023","Sun May 28 06:59:02 GMT 2023","2504","Opencart App Test Regression Suite","Accounts Page Test_chrome","com.qa.opencart.tests.AccountsPageTest","com.qa.opencart.tests.AccountsPageTest","searchProductCountTest","searchProductCountTest",""
"passed","Sun May 28 06:58:57 GMT 2023","Sun May 28 06:58:57 GMT 2023","85","Opencart App Test Regression Suite","Accounts Page Test_chrome","com.qa.opencart.tests.AccountsPageTest","com.qa.opencart.tests.AccountsPageTest","isLogoutLinkExistTest","isLogoutLinkExistTest",""
"passed","Sun May 28 06:58:57 GMT 2023","Sun May 28 06:59:06 GMT 2023","9087","Opencart App Test Regression Suite","Register Page Test_chrome","com.qa.opencart.tests.RegisterPageTest","com.qa.opencart.tests.RegisterPageTest","userRegTest","userRegTest",""
"passed","Sun May 28 06:59:09 GMT 2023","Sun May 28 06:59:11 GMT 2023","2244","Opencart App Test Regression Suite","Product Info Page Test_chrome","com.qa.opencart.tests.ProductPageInfoTest","com.qa.opencart.tests.ProductPageInfoTest","productImagesCountTest","productImagesCountTest",""
"passed","Sun May 28 06:59:13 GMT 2023","Sun May 28 06:59:17 GMT 2023","3123","Opencart App Test Regression Suite","Product Info Page Test_chrome","com.qa.opencart.tests.ProductPageInfoTest","com.qa.opencart.tests.ProductPageInfoTest","productImagesCountTest","productImagesCountTest",""
